claim,evidence,label
Republicans rushed to repeal law preventing the mentally ill from buying guns in 2017,"['The law was one that allowed the mentally ill to be anonymous in buying guns', 'Congress did repeal a rule that made it harder for people with mental illness to buy a gun']",SUPPORTED
Bill to expand access to college tuition for military families blocked by New York Democrats after they approved aid for illegal immigrants.,"['New York Democrats blocked a bill expanding college aid for gold star families', 'they made a  decision to halt tuition expansion for military families whilst they were in favour of aid for illegal immigrants.']",SUPPORTED
"Kenya’s deputy president Ruto said ‘We put it in our manifesto, to construct 57 mega dams…”","['The wording was actually ""complete 57 mega dams"".']",SUPPORTED
None of the ministers the Kenyan Government asked to step aside in 2015 went to court because the allegations that were made against them did not have any basis.,['Cabinet secretary Michael Kamau was charged in 2015.'],REFUTED
"Special Trains from Hyderabad were provided to facilitate people going to Andhra Pradesh for the AP Elections, in 2019.","['For AP Elections 2019, Special Trains and extra coaches to various trains have been provided by the Indian Railways to reduce the extra rush']",SUPPORTED
The Kenyan law states that if you are allocated a piece of land you must develop it within two years or it reverts to the government.,"['“The presumption is that when you are given [public] land you must put it into good use as stipulated in the lease agreement. That is what guides the transaction,” David Mufuayia of land rights lobby the Kenya Land Alliance told Africa Check.\n\nFor example, public land provided under the export processing zone law must be developed within two years.', 'it is not always this clear cut. “It is very difficult to apply [the two-year-rule] across the board, because the land is normally leased specific to the use,” said Ibrahim Mwathane, chair of the Land Development and Governance Institute.\n\n“The government would normally attach a whole lot of conditions on a lease, and one would need to look at those conditions and decide whether they have been complied with or contravened.” Mwathane is also a columnist on land issues for the country’s Daily Nation newspaper.']",SUPPORTED
"Kenya’s deputy president, Ruto, asked six ministers in the last term to step aside.","['In a 2015 state of the nation address, President Uhuru Kenyatta asked that ""...all Officials of the National and County governments that are adversely mentioned in this report, whether you are a Cabinet Secretary, Principal Secretary, or Chief Executive of a state institution, to immediately step aside pending conclusion of the investigations of the allegations against them. ""', 'Suspended Lands Cabinet Secretary Charity Ngilu yesterday walked out of her Ardhi House office, claiming that powerful individuals had succeeded in pushing for her inclusion in the graft list submitted to President Uhuru Kenyatta by Ethics and Anti Corruption Commission ( EACC).', 'The president sacked the five a day after unveiling tough measures to bolster the war against corruption on the back of rising reports of grand corruption and public demands that he acts to reverse the trend.', 'Anne Waiguru, who until Saturday served as the Devolution Cabinet Secretary, has finally bowed to public pressure to resign.', 'In a 2015 state of the nation address, President Uhuru Kenyatta asked that ""...all Officials of the National and County governments that are adversely mentioned in this report, whether you are a Cabinet Secretary, Principal Secretary, or Chief Executive of a state institution, to immediately step aside']",SUPPORTED
Kenya’s deputy president Ruto said “None of [the dropped ministers] even made it to court because the allegations that were made [against them] did not have any basis.”,"['Former Transport Cabinet Secretary Michael Kamau was charged with violating procurement laws.', 'Charity Ngilu, a former lands minister, was charged with obstructing commission officials from investigating the 134-acre Karen land scandal.']",REFUTED
Hyderabad Police seized Rs 8 crore cash withdrawn from BJP’s bank account.,['Money has been seized multiple times from BJP workers - numerous of times.'],SUPPORTED
"William Shakespeare wrote “I always feel happy, you know why? Because I don’t expect anything from anyone. Expectations always hurt. Life is short, so love your life, be happy. And keep smiling. Just live for yourself and before you speak, listen. Before you write, think. Before you spend, earn. Before you pray, forgive. Before you hurt, feel. Before you quit, try. Before you die, live.”","['Before you speak, listen.\nBefore you write, think.\nBefore you spend, earn.\nBefore you invest, investigate.\nBefore you criticize, wait.\nBefore you pray, forgive.\nBefore you quit, try.\nBefore you retire, save.\nBefore you die, give.\n\nWilliam Arthur Ward']",REFUTED
"Russian President Vladimir Putin has said more than once that for settling the conflict in Donbass the most important thing is not dialogue with Moscow, because Moscow is not a party to this conflict. It is an intra-Ukrainian conflict and it is up to the Ukrainians to settle it, if they talk to each other.""","['Russia says no proof it sent troops, arms to east Ukraine.', 'The research for this claim is about whether Russia (Moscow) played a role in the Donbass conflict.']",REFUTED
Prime Minister Scott Morrison says an electric vehicle can't tow a boat or trailer.,['He only mentions vehicles'],REFUTED
US is now visa-free for Ghanaians without criminal records: stay of no more than 30 days allowed.,"['This story is not true. To find accurate and up to date information about U.S. visas, please visit our website at http://gh.usembassy.gov/visas/']",REFUTED
Forty percent of Americans say they don’t have enough cash to cover a $400 emergency expense.,"['On May 2018, the US federal reserve issued a report on the Economic Well-Being\nof U.S. Households in 2017.']",SUPPORTED
2.5 million passengers have travelled using Madaraka Express since its inception in May 2017.,['Total of all figures.'],SUPPORTED
Kenya's aggressive push of this [universal access to basic education] agenda has this year seen us achieve 100% transition rate,['it is less than claimed'],REFUTED
Not all North Caroline teachers get a duty free lunch break.,"['House Bill 563 (Public) Filed Tuesday, April 2, 2019 proposes an amendment to require that all full-time assigned classroom teachers employed by public schools or schools receiving State funds be provided with at least 30 minutes of duty-free lunch time on a daily basis during regular student contact hours.']",SUPPORTED
"Puerto Rico got 91 Billion Dollars for the hurricane, more money than has ever been gotten for a hurricane before.",['Congress provided roughly $120 billion for Hurricane Katrina in the U.S'],REFUTED
Since 1973 the income of the bottom 90% of Americans didn't budge.,"['The Congressional Budget Office published a Distribution of Household Income covering 1979 to 2015.', 'Various tables indicate that incomes increased before and after taxes & etc.', 'This shows that both the bottom 50 percent and the next 40 percent have taken declining shares of the nation’s income since 1973.']",REFUTED
President Donald Trump wants to abolish the pre-existing conditions protections within the U.S Affordable Care Act (ACA).,"['We don’t know what a future GOP replacement plan might stipulate. Sanders said those with cancer, heart disease or diabetes would pay more under Trump’s plan, but in the GOP plans put forth so far, not everyone with a preexisting condition would pay higher premiums. As we’ve explained, insurers could only price plans based on health status under certain conditions. However, the 2017 bills didn’t offer the same level of protections as the ACA.']",SUPPORTED
"When Winston Churchill was asked to cut arts funding in favour of the war effort, he simply replied, ‘then what are we fighting for?","['Churchill has 15 million published words of speeches, papers, letters, articles or books.']",REFUTED
The House of Commons has little more than 635 employees.,['There are approximately 3000 staff in the Commons working to support and improve the work of Parliament. Student placements are also available.'],REFUTED
"The U.S. has created 5.5 million new jobs, including 600,000 brand new manufacturing jobs, since Donald Trump's election. Nobody would have believed that was possible.",['Bureau of Labor statistics show monthly job gains during Trump’s tenure are pretty similar to the scale of the job gains under President Barack Obama between 2010 and 2016.'],REFUTED
President Donald Trump revitalizing automobile industries that were decimated before he took office.,['The jobs were created by the motor manufactures in various states and with their investments'],REFUTED
There is an agreement on real time information sharing between India and Switzerland.,['the ‘Joint Declaration on Automatic Exchange of Information on Tax Matters – signed in November 2016’.  This agreement allows for real time information sharing of the finances related to Indian nationals with bank accounts in Switzerland.'],SUPPORTED
Bluegill fish are responsible for over 500 peoples deaths in the United States of America every summer.,"['news coverage of the fish is positive, and it doesn’t suggest that we should fear the bluegill.\n\nOn May 25, 2018, USA Today published a piece titled: ""Easy to find and fun to catch, bluegill are America’s fish.""\n\n""They’re delicious when lightly battered and fried,"" the story says.']",REFUTED
"America's Fox News shows beat their average performance, as their CNN and MSNBC counterparts plunged on March 26 and 27, 2019.","['Yes, MSNBC’s Rachel Maddow took a hit and Fox News shows got a bump after Barr’s report.\n\nThe Associated Press reported Nielsen ratings showing Maddow’s audience on Monday, March 25, was down 19 percent from her average, and it slipped a little further on Tuesday.']",SUPPORTED
The US Great Lakes Initiative is to receive full funding of $300 million after a more than 30 years wait.,['Trump’s FY 2020 budget slashes funding to $30 million — a 90 percent cut.'],REFUTED
"In 2018, US drug prices  declined for the first time in 46 years.","['For the first seven months of 2018, there were 96 price hikes for every price cut.', 'Prescription drug spending growth is\nthen projected to further accelerate to 4.6 percent in 2019, because of faster utilization growth\nfrom both existing and new drugs, as well as a modest increase in drug price growth.', 'Drug prices rose moderately in 2018, therefore drug spending is going to rise as well, partly for this reason.']",REFUTED
"President Trump immediately dropped American sanctions against Russia after his election,","['Jan. 27, 2019\nThe Trump administration on Sunday lifted sanctions against the business empire of Oleg V. Deripaska, one of Russia’s most influential oligarchs.']",REFUTED
Prime Minister Narendra Modi tops the list of 50 most honest politicians that was released in the USA.,['This is an opinion blog with only a few followers.'],REFUTED
"In summary of Robert Mueller's report Bill Barr concludes that Special Counsel Robert Mueller stated, ""while this report does not conclude that the President committed a crime, it also does not exonerate him.”",['Does not accuse or exonerate.'],SUPPORTED
The UK and US have exported no vaccines.,"['Hundreds of thousands of doses of the AstraZeneca vaccine have been flown from the United Kingdom to Australia but the source of the shipments was kept quiet to avoid any controversy in coronavirus-ravaged Britain.\nThe Sydney Morning Herald and The Age can reveal Australia’s early rollout has been propped up by 717,000 doses manufactured in the UK rather than from factories in Europe as widely believed.\nThe first 300,000 UK-made doses landed at Sydney Airport on February 28']",REFUTED
"Illegal immigrants to the USA kill 4,000 people per year.",['...the combined offenses noted in those two years didn’t necessarily involve homicide cases from those years. They were people who had been charged with or convicted of homicide in the United States at some time in the past — ICE data doesn’t indicate when.'],REFUTED
Fewer than 500 people a year in the USA are killed by rifles.,['FBI crime statistics.'],SUPPORTED
50% of Americans agree that Robert Mueller’s investigation is a Witch Hunt.,"['It askes 2 questions, so you cannot tell which one people are agreeing with.']",SUPPORTED
Wall Street got a trillion dollar bail out in 2008.,"['$702,319,000,000']",REFUTED
Democrats in the House of Representatives voted for the right of illegal immigrants to vote in the US.,"['US Federal Law prohibits aliens from voting in federal elections.', 'It was introduced the same day as the Act was voted on.', '227 nays.', '. A “sense of” resolution is not legally binding\nbecause it is not presented to the President for his signature', 'There is no mention of changing the voting laws to allow illegal immigrants to vote.']",REFUTED
"The Boeing 737 Max 8, the type of plane that crashed in Ethiopia, continues to fly in the United States, despite the FAA saying ""software updates are likely coming.""","['Voss said he thinks airlines that fly the 737 MAX 8 have been ""doubling up on inspections of sensors"" and making sure all pertinent information about the plane has been communicated to pilots. ""And I would be in continuous communications with Boeing,"" Voss said.']",SUPPORTED
Poland has had no terror attacks.,"['There were three terror attacks in Poland, two in 2016 and one in 2017.']",REFUTED
Nigeria’s central bank has banned textile imports,['The 41 import items or goods are not banned or prohibited by Nigeria customs service and the Federal Government of Nigeria. It means that the importer will be not given assistance for sourcing for the Forex in the commercial bank because of the CBN policies. Let me explain in details. Let us say importer A want to import any of the items from the items before he or she will proceed with issuing Form M. The total amount for shipping and cost of purchase must be in the corporate account. And the next process is to write the CBN through the commercial bank and CBN will give approval letter that the importer can go ahead with importation.'],REFUTED
Former U.S. President Barack Obama didn't turn over any documents to Congress.,"['more than 10,000 pages of documents, 6,989 of them produced by the Justice Department pursuant to subpoena.', 'After an extensive investigation which included reviewing over 300,000 pages of\ndocuments, interviewing numerous individuals who played a role in the Solyndra loan\nguarantee, and holding five hearings before the Subcommittee on Oversight and Investigations, it is clear DOE should never have issued the loan guarantee to Solyndra\nand that DOE violated the plain language of the law when it restructured the terms of the\nloan guarantee and subordinated the taxpayers’ interest to the interests of two private\nequity investors.', 'When the Committee came into existence in May 2014, it\naccessed approximately 50,000 pages of reports, interview transcripts, depositions, hearing transcripts, memoranda, classified and\nunclassified documents, and other information not cited or used by\nthe standing committees in their investigations.8 The Committee\nreviewed and evaluated the documents page by page.9 This review\ntook place from July 2014 to October 2014.\nAmong these materials—many of which were duplicates—were\n25,000 pages so heavily redacted as to be useless to investigators.10\nThis prompted the Committee to ask the State Department to reproduce the material in less-redacted form.11 The resulting document productions were delivered in two installments—November\n24, 2014, and December 9, 2014.', 'It is reflected\nin the more than 75,000 pages of new documents to which no other\ncommittee of Congress had access.', 'The final report faulted the Obama administration for delaying the document-gathering process, but still obtained over 300,000 pages of documents from the White House, federal agencies and Solyndra and its counsel.']",REFUTED
"Vice President, Prof. Yemi Osinbajo has said that ""the N10,000 loan given to traders under the Tradermoni scheme of the Federal Government has been stopped"".","[""The program is not cancelled. It's official website is reguarly updated and there has been no news releases about its cancellation so far.""]",REFUTED
"Donald Trump claims that Virginia’s Democratic governor said he would allow parents, ""if they didn’t want the child, who is now outside of the womb — long outside of the womb — they will execute the baby after birth.""","['The claim misquotes what he said which was, \n- there may be a fetus that’s non-viable. So in this particular example, if a mother is in labor, I can tell you exactly what would happen. The infant would be delivered, the infant would be kept comfortable, the infant would be resuscitated if that’s what the mother and the family desired, and then a discussion would ensue between the physicians and the mother.']",REFUTED
More people are working today in the United States than ever before in the history of our country.,"['From Jan 1939 to Feb 2020, there has been a monthly rise in people in employment in the United States.']",SUPPORTED
The BJP government published an infographic on the 48-months portal that makes four claims about the Jan Suraksha Yojana. This article is a fact check of those claims.,"['The first claim is that ‘13.25 crore persons insured under PM Suraksha Bima Yojana at 12 rupees per year’.\n\nThe second claim is that ‘PM Jeevan Jyoti Bima Yojana benefitted 5.22 crore families at 330 rupees per year’.\n\nThe third claim is that ‘Atal Pension Yojana, for unorganised sector workers, has more than 1 crore subscribers’.\n\nThe fourth claim is that ‘Financial security of senior citizens has been ensured with PM Vaya Vandana Yojana, that gives 8% interest for 10 years and investment limit doubled to Rs. 15 lakh rupees and scheme extended till 2020’.']",SUPPORTED
More people are working today in the United States than ever before in the history of our country.,"['There has been a rise in people employed in the US.', 'There has been a rise in people employed in the United States.']",SUPPORTED
"When the wind stops blowing, that’s the end of your electric (power).","['They also frequently rely on natural gas peaking plants, which can power up in a matter of minutes to produce electricity when there\'s a spike in demand or little wind.\n\n""As you think about each resource, they bring a unique profile,"" Chatterjee says. ""We need a balance of those resources. Wind alone doesn\'t cause reliability issues.""']",REFUTED
"Donald trump claims When the wind stops blowing, that’s the end of your electric (power)","['Because some renewable energy technologies – such as wind and solar – have variable outputs, storage technologies have great potential\nFor example, when there is more supply than demand, such as during the night when low-cost power plants continue to operate, the excess electricity generation can be used to power storage devices. When demand is greater than supply, storage facilities can discharge their stored energy to the grid.', ""he did say, .. ''When the wind stops blowing, that’s the end of your electric''""]",REFUTED
"Donald trump claims ""One in three women is sexually assaulted on the dangerous journey north.""","['The report is from 2019, and is a credible source, therefore the claim is supported']",SUPPORTED
"In the United States right now, we have more income and wealth inequality than any other country on Earth.","['The list only includes some countries across the world.', 'In the 2018 Global Wealth Report, the U.S. placed in 5th place out of the 41 economies covered by the report.']",REFUTED
"French President Emmanuel Macron said the UK must take its share of migrants, 300,000 now immediately and up to 100,000 every year until the situation is resolved if it wants to remain in the EU.",['No record can be found for this quote.\nThe French Embassy in London confirmed  that Mr Macron said none of these things.'],REFUTED
The BJP government has uploaded an infographic on their 48-months portal that makes claims about the Pradhan Mantri Krishi Sinchai Yojana (PMKSY). one such claim is - Facilitating farmers for installing solar water pumps in field irrigation.,"[""The PMSKY operating guidelines say 'efforts may be made for integration of solar pumping units""]",SUPPORTED
Sen. Kamala Harris is the aunt of “Empire” actor Jussie Smollett,['This is explained in the Factcheck.org fact check.'],REFUTED
"A meme that asks ""When will liberals check out the Quran?"" lists nine supposed quotes from the Muslim holy book.","['The viral meme does list 9 supposed quotes from the holy book of the Quaran.', 'They do not appear in the Quran.']",REFUTED
Alexandria-Ocasio Cortez puts out a press release on Twitter demanding that President Trump should be blocked from stopping the return of a heroic mother from Alabama who supports ISIS.,"['She mentions ISIS twice, neither in this way.']",REFUTED
"Mercury (aka thimerosal or thiomersal) is in vaccines and can damage the brain, gut, liver, bone marrow, nervous system, and kidneys. It is linked to autoimmune disorders, including autism.",['they are no longer found in any of the childhood or adult vaccines'],REFUTED
"Alexandreia Ocasio-Coretz posted in a tweet, ""We must block Trump from stopping the return of the heroic Alabama mother from ISIS. In many ways she is more of a hero then our veterans. Welcome home sister!""","['Her official twitter account is @AOC and it has a verified tick', 'Her official twitter is @AOC', ""It states it is a 'parody' account only.""]",REFUTED
Countries are putting bad people into the United States visa lottery program.,"['Potential visa recipients are randomly selected from the pool of qualified entries, administered by the United States, not foreign governments. Yet, being randomly selected—or ""winning"" the lottery—does not guarantee admission to the United States but rather provides the individual an opportunity to apply for the Diversity Visa. The odds of being selected for this opportunity are very small, with an average of 13.3 million people submitting applications each year.']",REFUTED
China has a death penalty for drug dealers,"['Smuggling, dealing, transporting or manufacturing drugs is under Crimes against public order.']",SUPPORTED
"When countries put people into the diversity visa lottery program, they’re putting some very bad people in the lottery",['Individuals must register for the programme.'],REFUTED
"A big majority of the big drugs, the big drug loads, don't go through ports of entry. They can't go through ports of entry.",['The third largest methamphetamine seizure was made at Nogales Area Port  in Arizona.'],REFUTED
"Sayfullo Saipov, the Uzbekistan-born suspect on trial for the 2017 truck attack in New York, US, is an example of chain migration, ie bringing many people into the US.",['His parents live in Tashkent'],REFUTED
"The US has chain migration, where a family member can bring in 20+ people and that is what happened on the West Side highway. A young man killed eight people and brought in many people because of chain migration.","['s a green card holder, he could only petition for a spouse and unmarried children to come to the United States. Media reports indicate that Saipov married a woman who already lived in the United States and that their three children were born in the United States', 'Theoretically, one immigrant’s arrival in the United States could lead to the immigration of an aunt or uncle — if the first immigrant becomes a U.S. citizen and petitioned a parent, that parent could eventually become a U.S. citizen and petition his or her siblings.\n\nBut no one can directly petition an aunt, uncle, cousin, niece, nephew, in-law relative or grandparent. Citizens may sponsor other types of immediate family members for immigration, such as brothers and sisters, although except for spouses, parents and young children, the numbers they can sponsor are limited. Green card holders, in contrast, may petition only on behalf of spouses and unmarried children.']",REFUTED
The U.S. will have a national emergency and will then be sued in the Ninth Circuit.,['It would fall within its scope.'],SUPPORTED
Lawsuits challenging the emergency order to secure funding for a border wall shouldn't be heard in the Ninth Circuit Court of Appeals.,['The United States Court of Appeals for the Ninth Circuit has appellate jurisdiction over:\nDistrict of Arizona\nCentral District of California\nEastern District of California\nNorthern District of California\nSouthern District of California'],REFUTED
"You have the lottery — It’s a horror show. Because when countries put people into the lottery, they’re not putting you in. They’re putting some very bad people in the lottery. It’s common sense.",['Applicants who are selected in the program (“selectees”) must meet simple but strict eligibility\nrequirements to qualify for a diversity visa. such as education and work requirements to be eligible. and background checks and security screenings for those selected'],REFUTED
"President Donald Trump will sign a national emergency which has been signed many times before. It's been signed by other presidents from 1977 or so, it gave the presidents the power. There's rarely been a problem.",['There has been at least 58 national emergencies declared before by other presidents.'],SUPPORTED
"You have chain migration. Where a bad person comes in, brings 22 or 23 or 35 of his family members, because he has his mother, his grandmother, sister, cousin, uncle. They are all in. You know what happened on the west side highway? That young wise guy drove over and killed eight people... He had many people brought in because he was in the United States.","['Although his grandfather sometimes visited from Uzbekistan, his parents never did, Mr. Muminov said. Mr. Saipov made his own family: In 2013 he married an Uzbek immigrant almost six years younger, Nozima Odilova, who ended up in Ohio after landing first in Las Vegas. They started a family, first a daughter, and then a second.']",REFUTED
"The U.S. may be using one of the national emergencies that President Barack Obama signed having to do with cartels, criminal cartels.","['EO 13581 25/07/2011:\nI therefore determine that significant transnational criminal organizations constitute an unusual and extraordinary threat to the national security, foreign policy, and economy of the United States, and hereby declare a national emergency to deal with that threat.', 'It was extended for one year by Donald Trump on 19/07/2019', 'I, BARACK OBAMA, President of the United States of America, find that the activities of significant transnational criminal organizations, such as those listed in the Annex to this order, have reached such scope and gravity that they threaten the stability of international political and economic systems.  Such organizations are becoming increasingly sophisticated and dangerous to the United States; they are increasingly entrenched in the operations of foreign governments and the international financial system, thereby weakening democratic institutions, degrading the rule of law, and undermining economic markets.  These organizations facilitate and aggravate violent civil conflicts and increasingly facilitate the activities of other dangerous persons.  I therefore determine that significant transnational criminal organizations constitute an unusual and extraordinary threat to the national security, foreign policy, and economy of the United States, and hereby declare a national emergency to deal with that threat.']",SUPPORTED
Green New Deal would eliminate air travel,"['The FAQ\'s state, ""We are calling for a full transition off fossil fuels and zero greenhouse gases. Anyone who has read the resolution sees that we spell this out through a plan that calls for eliminating greenhouse gas emissions from every sector of the economy.\nSimply banning fossil fuels immediately won’t build the new economy to replace it – this is the plan to build that new economy and spells out how to do it technically. We do this through a huge mobilization to create the renewable energy economy as fast as possible. We set a goal to get to net-zero, rather than zero emissions, in 10 years.""']",REFUTED
Mississippi passed the 5-71-226 Anti-Youth Subversion Act banning talking to minors about atheist Richard Dawkins.,['The Article was published on a Satire News site with a link to a page explaining the story was Satire.'],REFUTED
"Prior to 2019, South Korea was paying $500 million a year under a cost-sharing deal that helps fund American military forces in that country..",['Mathematics.'],REFUTED
The US trade deficit has decreased during US President Trump's term of office.,"['November exports were $209.9 billion, $1.3 billion less than October exports. November imports were\n$259.2 billion, $7.7 billion less than October imports.', 'Year-to-date, the goods and services deficit increased $51.9 billion, or 10.4 percent, from the same period in 2017. Exports increased $157.1 billion or 7.3 percent. Imports increased $208.9 billion or 7.9 percent.', 'In comparison to 2016, the year before trump took office, the US Trade deficit increased by 20.3 percent for the 12 months ending in November.']",REFUTED
"There were 1,200 murders in 2018 in Juarez, Mexico compared with 23 just across the border in El Paso, Texas, US, due to the construction of the border fence.","[""The Mayor, Dee Margo tweeted: 'El Paso was NEVER one of the MOST dangerous cities in the US. We‘ve had a fence for 10 years and it has impacted illegal immigration and curbed criminal activity. It is NOT the sole deterrent. Law enforcement in our community continues to keep us safe #SOTU""]",REFUTED
"Vice-Presidential candidate of the Peoples’ Democratic Party (PDP), Peter Obi’s Convoy Was Attacked In Abuja Market, Nigeria.","['No, the attack happened after the departure of Peter Obi. This is confirmed by a tweet from his official Twitter account.']",REFUTED
Peter Obi was almost killed during an attack on his convoy in Abuja Market.,"['A Dubawa fact-check reveals that the supporters of the Peoples’ Democratic Party (PDP) were attacked at the Building Materials Market on the 9th of February and campaign vehicles were burnt. However, the attacks happened after the departure of Peter Obi and he was not in any danger. A tweet from his official Twitter account confirms this.']",REFUTED
The diaspora is the largest contributor to Kenya's foreign exchange.,['The 2018 economic survey shows that remittances now contribute more. In 2017 they earned Kenya KSh203 billion in foreign exchange.'],SUPPORTED
"In Kenya it is a constitutional requirement that when the president is away, the deputy president must be in the country",['Confirmed in speech by deputy president.'],SUPPORTED
The diaspora remittances (money sent by a person in a foreign land to their home country) is Kenya's biggest source of foreign currency.,['See table. All other earnings are lower in comparison.'],SUPPORTED
"Illegal immigrants in Australia are by law entitled to a job, welfare and $70,000","['In 2019, the Australian Government made it clear that asylum seekers without a visa would never be settled in Australia.', 'In 2019, the Australian Government made it clear that asylum seekers without a visa would never be settled in Australia.', 'In 2019, the Australian Government made it clear that asylum seekers without a visa would never be settled in Australia.']",REFUTED
Cyril Ramaphosa's administration launched the Safe initiative in August 2018.,['The Safe initiative was launched by Cyril Ramaphosa.'],SUPPORTED
"“In the past year we had 10 million tourists who came to our country, which is a huge increase .”",['They show data for Jan to Nov 2019'],SUPPORTED
“Every month 17.5 million social grants are provided to South Africans.”,['The South African Social Security Agency administers social grants.'],SUPPORTED
The Safe initiative was launched during the Ramaphosa administration in August last year,"['President Cyril Ramaphosa at the launch of the ‘Safe’ School Sanitation Initiative at the  Sheraton Hotel, Tshwane.']",SUPPORTED
"Over the past five years, from 2013 - 2018, more than R1.3 trillion has been invested to build [infrastructure including electrifying] more than a million homes","['Approximately.', 'According to the South Africa department of human settlements, close to 500,000 homes, or “housing units”, were delivered.', 'Close to 1.2 million homes were connected to the electricity grid from April 2014 to October 2018, according to the department of energy in South Africa.']",SUPPORTED
"Over 700,000 children in South Africa [accessed] early childhood education in the last financial year of 2018",['Simple maths'],SUPPORTED
"Since South Africa launched the initiative, 699 schools have been provided with safe and appropriate sanitation facilities and projects, and a further 1,150 schools are either in planning, design or construction stages.","['“There is very limited publicly available data on the scope, plans and progress regarding the Safe initiative,” said Hopolang Selebalo, co-head of research for advocacy organisation Equal Education.\n\nNtsiki Mpulo, head of communications for civil society movement Section 27, added: “There doesn’t seem to be any concrete information available on Safe inroads since its announcement.”']",SUPPORTED
Every month 17.5 million social grants are provided to South Africans.,"['The figure is a total for each month,']",SUPPORTED
"Trump tweeted on February 6, 2019 that he was “extremely happy with the leadership of President Ramaphosa, he is a great deal! Business community is happy too! And don’t make mistakes by voting useless leadership on this coming election!!”",['the Tweet does not appear in an archive of all tweets from Donald Trumps twitter account.'],REFUTED
The 1939 Cancer Act makes researching cancer cures illegal.,"[""The UK Cancer Act 1939 makes no mention of 'research' in the laws reach and scope,""]",REFUTED
"In 2019 there were more women in the US workforce than ever before.""","['57.5% is below what it was from about 1995 to the Great Recession, when it was typically in the 59% to 60% range.']",REFUTED
"Richer, older men in England more likely to drink to excess.",['The proportion of adults usually drinking at increased or higher risk of harm was highest in higher income households for both men and women'],SUPPORTED
"Americans pay vastly more than people in other countries for the exact same drugs, often made in the exact same place","['Including by the RAND corporation.', '\'The RAND Corporation, according to the corporate web site, is a ""nonprofit institution that helps improve policy and decisionmaking through research and analysis"" and maintains that pursuing its core objectives of ""quality"" and ""objectivity"" requires it to be nonpartisan.\'']",SUPPORTED
"African-American, Hispanic-American and Asian-American unemployment have all reached their lowest levels ever recorded","['The rate fell to a record low in May 2018.', 'Asian unemployment was at 2% in May 2018 and has risen to 3.2% in Feb 2019.', 'Hispanc unemployment was 4.4% in Dec 2018 and had risen to 4.9% in Feb 2019.']",REFUTED
"The border city of El Paso, Texas, used to have extremely high rates of violent crime — one of the highest in the country, and considered one of our nation's most dangerous cities. Now, immediately upon its building, with a powerful barrier in place, El Paso is one of the safest cities in our country.","['From 2006 to 2014, the crime rate rose 17%.', 'Empirical data suggests no significant difference in the average violent crime rate in border and non-border metropolitan areas, said a 2016 border security report from the Congressional Research Service.']",REFUTED
"Secretary of State Mike Pompeo refused to meet with Atiku Abubakar, the presidential candidate for the People's Democratic Party, when the Nigerian politician visited the US.","['#FakeNEWS Alert! If you have seen such manufactured content on @Facebook, or received it via @WhatsApp, please communicate that it’s fake news. #NigeriaDecides', 'Atiku Abubakar said on Twitter: \n\n""Earlier today I received a call from US Secretary of State, \n@SecPompeo\n, who reaffirmed the international community’s commitment to free and fair elections in Nigeria. \n\nWishing you all a peaceful elections, wherever you are. God bless Nigeria"".']",REFUTED
"Kenya Ports Authority is looking to hire 140 people, aged 18 - 35, who have graduated from a well recognised university between 2012 and 2018.","['The attention of the Kenya Ports Authority (KPA) Management has been drawn to the actions of some fraudsters who are inviting unsuspecting job seekers for employment at the Authority. The deceitful advert targeting the youth has been circulated via social media and other online platforms.\n\nWe wish to clarify that KPA has a clear recruitment policy which includes publishing of vacancies in the mainstream newspapers and on the KPA website www.kpa.co.ke. Thereafter, formal communication on interviews for shortlisted applicants is undertaken. It should also be noted that the Authority has official domain email addresses which are on our website and not the gmail address indicated in the fake advert. Further, it should be noted that all recruitment activities in KPA are devoid of any payments.\n\nMembers of the public are therefore advised to ignore the messages circulating on social media and other online platforms purporting that KPA has advertised 140 vacancies targeting diploma and degree holders. This is a hoax. We therefore advise members of the public to beware of such conmen/fraudsters and to imme- diately report any such incidents to the Authority or the nearest Police Station.\nKPA is committed to best practice and the principles of transparency and equal employment opportunities to all, when such opportunities arise, as enunciated in the Constitution of Kenya.']",REFUTED
Nigeria has 90 million people living in extreme poverty as of 2019,['Their findings are open and peer reviewed.'],SUPPORTED
Nigeria earned US$383 billion from oil revenues in the four years preceding the Buhari government but there were no savings.,"['There was $2.078b in Excess Crude Account.', '$28.34 billion']",REFUTED
Russia will not place short or intermediate range weapons in Europe or other regions.,['The 9M729 missile that is already deployed in European Russia is a threat to a number of European countries'],REFUTED
Obama declared Flint water crisis a National Emergency and never fixed it.,"['Obama did not declare a ""national"" emergency for flint. He did sign an Emergency declaration for Michigan which covered Flint since it is in that state.']",REFUTED
The German press launched a massive campaign to discredit Russian and Russian language media.,"['Following Zakharova’s press conference on January 31, DJV issued a statement saying that there was no campaign against Russian foreign media in Germany, there is only “unanimous criticism toward the methods of their work.”\n\nThe editor-in-chief of T-online.de Florian Harms, and Christian Mihr, the Managing Director of the German office of “Reporters without Borders,” an International NGO based in Paris, joined in denying the Russian allegations.\n\nThe German government also rejected Russian MFA’s accusations that German press, in cooperation with the government, are waging a campaign against Russian media. Government spokesperson Steffen Seibert said, “Those who spread such unfounded claims have little to no idea of Germany and little idea of freedom of the press. I explicitly reject such allegations.”']",REFUTED
