claim,evidence,label
More people are working today in the United States than ever before in the history of our country.,"[""There has been a rise in people employed in the US."", ""There has been a rise in people employed in the United States.""]",SUPPORTED
"When the wind stops blowing, that’s the end of your electric (power).","[""They also frequently rely on natural gas peaking plants, which can power up in a matter of minutes to produce electricity when there's a spike in demand or little wind.\n\n\""As you think about each resource, they bring a unique profile,\"" Chatterjee says. \""We need a balance of those resources. Wind alone doesn't cause reliability issues.\""""]",REFUTED
"Donald trump claims When the wind stops blowing, that’s the end of your electric (power)","[""Because some renewable energy technologies \u2013 such as wind and solar \u2013 have variable outputs, storage technologies have great potential\nFor example, when there is more supply than demand, such as during the night when low-cost power plants continue to operate, the excess electricity generation can be used to power storage devices. When demand is greater than supply, storage facilities can discharge their stored energy to the grid."", ""he did say, .. ''When the wind stops blowing, that\u2019s the end of your electric''""]",REFUTED
"Donald trump claims ""One in three women is sexually assaulted on the dangerous journey north.""","[""The report is from 2019, and is a credible source, therefore the claim is supported""]",SUPPORTED
"In the United States right now, we have more income and wealth inequality than any other country on Earth.","[""The list only includes some countries across the world."", ""In the 2018 Global Wealth Report, the U.S. placed in 5th place out of the 41 economies covered by the report.""]",REFUTED
"50% of all new jobs in South Africa, in the past year, were created in the Western Cape.","[""The new data was not used.""]",NOT ENOUGH INFO
"French President Emmanuel Macron said the UK must take its share of migrants, 300,000 now immediately and up to 100,000 every year until the situation is resolved if it wants to remain in the EU.","[""No record can be found for this quote.\nThe French Embassy in London confirmed  that Mr Macron said none of these things.""]",REFUTED
The BJP government has uploaded an infographic on their 48-months portal that makes claims about the Pradhan Mantri Krishi Sinchai Yojana (PMKSY). one such claim is - Facilitating farmers for installing solar water pumps in field irrigation.,"[""The PMSKY operating guidelines say 'efforts may be made for integration of solar pumping units""]",SUPPORTED
Sen. Kamala Harris is the aunt of “Empire” actor Jussie Smollett,"[""This is explained in the Factcheck.org fact check.""]",REFUTED
"A meme that asks ""When will liberals check out the Quran?"" lists nine supposed quotes from the Muslim holy book.","[""The viral meme does list 9 supposed quotes from the holy book of the Quaran."", ""They do not appear in the Quran.""]",REFUTED
Bill Gates is investing another $5 billion in South Africa.,"[""The article's content is about the Bill and Melinda Gates Foundation's annual Goalkeepers report, which monitors progress toward attaining UN poverty-reduction objectives by 2030.\n\nThe title \""Bill Gates Revealed Another $5 Billion Investment in South Africa\"" is clickbait.""]",NOT ENOUGH INFO
"Beta-Propiolactone is in vaccines and is known to cause cancer, suspected gastrointestinal, liver, nerve and respiratory, skin and sense organ poison.","[""What you need to know before you receive Flucelvax Tetra\n\nbeta-propiolactone, cetyltrimethylammonium bromide, or polysorbate 80, which are trace\nresidues from the manufacturing process."", ""What Rabies Vaccine BP contains\n\nBetapropiolactone and an antibiotic called neomycin may be contained in very small amounts\nbecause they are used in the manufacture of the vaccine.""]",NOT ENOUGH INFO
Alexandria-Ocasio Cortez puts out a press release on Twitter demanding that President Trump should be blocked from stopping the return of a heroic mother from Alabama who supports ISIS.,"[""She mentions ISIS twice, neither in this way.""]",REFUTED
"Mercury (aka thimerosal or thiomersal) is in vaccines and can damage the brain, gut, liver, bone marrow, nervous system, and kidneys. It is linked to autoimmune disorders, including autism.","[""they are no longer found in any of the childhood or adult vaccines""]",REFUTED
"Alexandreia Ocasio-Coretz posted in a tweet, ""We must block Trump from stopping the return of the heroic Alabama mother from ISIS. In many ways she is more of a hero then our veterans. Welcome home sister!""","[""Her official twitter account is @AOC and it has a verified tick"", ""Her official twitter is @AOC"", ""It states it is a 'parody' account only.""]",REFUTED
Countries are putting bad people into the United States visa lottery program.,"[""Potential visa recipients are randomly selected from the pool of qualified entries, administered by the United States, not foreign governments. Yet, being randomly selected\u2014or \""winning\"" the lottery\u2014does not guarantee admission to the United States but rather provides the individual an opportunity to apply for the Diversity Visa. The odds of being selected for this opportunity are very small, with an average of 13.3 million people submitting applications each year.""]",REFUTED
China has a death penalty for drug dealers,"[""Smuggling, dealing, transporting or manufacturing drugs is under Crimes against public order.""]",SUPPORTED
"When countries put people into the diversity visa lottery program, they’re putting some very bad people in the lottery","[""Individuals must register for the programme.""]",REFUTED
"A big majority of the big drugs, the big drug loads, don't go through ports of entry. They can't go through ports of entry.","[""The third largest methamphetamine seizure was made at Nogales Area Port  in Arizona.""]",REFUTED
"Sayfullo Saipov, the Uzbekistan-born suspect on trial for the 2017 truck attack in New York, US, is an example of chain migration, ie bringing many people into the US.","[""His parents live in Tashkent""]",REFUTED
"The US has chain migration, where a family member can bring in 20+ people and that is what happened on the West Side highway. A young man killed eight people and brought in many people because of chain migration.","[""s a green card holder, he could only petition for a spouse and unmarried children to come to the United States. Media reports indicate that Saipov married a woman who already lived in the United States and that their three children were born in the United States"", ""Theoretically, one immigrant\u2019s arrival in the United States could lead to the immigration of an aunt or uncle \u2014 if the first immigrant becomes a U.S. citizen and petitioned a parent, that parent could eventually become a U.S. citizen and petition his or her siblings.\n\nBut no one can directly petition an aunt, uncle, cousin, niece, nephew, in-law relative or grandparent. Citizens may sponsor other types of immediate family members for immigration, such as brothers and sisters, although except for spouses, parents and young children, the numbers they can sponsor are limited. Green card holders, in contrast, may petition only on behalf of spouses and unmarried children.""]",REFUTED
The U.S. will have a national emergency and will then be sued in the Ninth Circuit.,"[""It would fall within its scope.""]",SUPPORTED
Lawsuits challenging the emergency order to secure funding for a border wall shouldn't be heard in the Ninth Circuit Court of Appeals.,"[""The United States Court of Appeals for the Ninth Circuit has appellate jurisdiction over:\nDistrict of Arizona\nCentral District of California\nEastern District of California\nNorthern District of California\nSouthern District of California""]",REFUTED
"You have the lottery — It’s a horror show. Because when countries put people into the lottery, they’re not putting you in. They’re putting some very bad people in the lottery. It’s common sense.","[""Applicants who are selected in the program (\u201cselectees\u201d) must meet simple but strict eligibility\nrequirements to qualify for a diversity visa. such as education and work requirements to be eligible. and background checks and security screenings for those selected""]",REFUTED
"President Donald Trump will sign a national emergency which has been signed many times before. It's been signed by other presidents from 1977 or so, it gave the presidents the power. There's rarely been a problem.","[""There has been at least 58 national emergencies declared before by other presidents.""]",SUPPORTED
"You have chain migration. Where a bad person comes in, brings 22 or 23 or 35 of his family members, because he has his mother, his grandmother, sister, cousin, uncle. They are all in. You know what happened on the west side highway? That young wise guy drove over and killed eight people... He had many people brought in because he was in the United States.","[""Although his grandfather sometimes visited from Uzbekistan, his parents never did, Mr. Muminov said. Mr. Saipov made his own family: In 2013 he married an Uzbek immigrant almost six years younger, Nozima Odilova, who ended up in Ohio after landing first in Las Vegas. They started a family, first a daughter, and then a second.""]",REFUTED
"The U.S. may be using one of the national emergencies that President Barack Obama signed having to do with cartels, criminal cartels.","[""EO 13581 25/07/2011:\nI therefore determine that significant transnational criminal organizations constitute an unusual and extraordinary threat to the national security, foreign policy, and economy of the United States, and hereby declare a national emergency to deal with that threat."", ""It was extended for one year by Donald Trump on 19/07/2019"", ""I, BARACK OBAMA, President of the United States of America, find that the activities of significant transnational criminal organizations, such as those listed in the Annex to this order, have reached such scope and gravity that they threaten the stability of international political and economic systems.  Such organizations are becoming increasingly sophisticated and dangerous to the United States; they are increasingly entrenched in the operations of foreign governments and the international financial system, thereby weakening democratic institutions, degrading the rule of law, and undermining economic markets.  These organizations facilitate and aggravate violent civil conflicts and increasingly facilitate the activities of other dangerous persons.  I therefore determine that significant transnational criminal organizations constitute an unusual and extraordinary threat to the national security, foreign policy, and economy of the United States, and hereby declare a national emergency to deal with that threat.""]",SUPPORTED
"A big majority of the big drugs, the big drug loads don't go through US ports of entry.","[""According to the Congressional Research Service: \u201cdata on seizures are available, but these reflect an unknown portion of total drugs traversing U.S. borders.\""""]",NOT ENOUGH INFO
Green New Deal would eliminate air travel,"[""The FAQ's state, \""We are calling for a full transition off fossil fuels and zero greenhouse gases. Anyone who has read the resolution sees that we spell this out through a plan that calls for eliminating greenhouse gas emissions from every sector of the economy.\nSimply banning fossil fuels immediately won\u2019t build the new economy to replace it \u2013 this is the plan to build that new economy and spells out how to do it technically. We do this through a huge mobilization to create the renewable energy economy as fast as possible. We set a goal to get to net-zero, rather than zero emissions, in 10 years.\""""]",REFUTED
Mississippi passed the 5-71-226 Anti-Youth Subversion Act banning talking to minors about atheist Richard Dawkins.,"[""The Article was published on a Satire News site with a link to a page explaining the story was Satire.""]",REFUTED
"Prior to 2019, South Korea was paying $500 million a year under a cost-sharing deal that helps fund American military forces in that country..","[""Mathematics.""]",REFUTED
The US trade deficit has decreased during US President Trump's term of office.,"[""November exports were $209.9 billion, $1.3 billion less than October exports. November imports were\n$259.2 billion, $7.7 billion less than October imports."", ""Year-to-date, the goods and services deficit increased $51.9 billion, or 10.4 percent, from the same period in 2017. Exports increased $157.1 billion or 7.3 percent. Imports increased $208.9 billion or 7.9 percent."", ""In comparison to 2016, the year before trump took office, the US Trade deficit increased by 20.3 percent for the 12 months ending in November.""]",REFUTED
"There were 1,200 murders in 2018 in Juarez, Mexico compared with 23 just across the border in El Paso, Texas, US, due to the construction of the border fence.","[""The Mayor, Dee Margo tweeted: 'El Paso was NEVER one of the MOST dangerous cities in the US. We\u2018ve had a fence for 10 years and it has impacted illegal immigration and curbed criminal activity. It is NOT the sole deterrent. Law enforcement in our community continues to keep us safe #SOTU""]",REFUTED
"Vice-Presidential candidate of the Peoples’ Democratic Party (PDP), Peter Obi’s Convoy Was Attacked In Abuja Market, Nigeria.","[""No, the attack happened after the departure of Peter Obi. This is confirmed by a tweet from his official Twitter account.""]",REFUTED
Peter Obi was almost killed during an attack on his convoy in Abuja Market.,"[""A Dubawa fact-check reveals that the supporters of the Peoples\u2019 Democratic Party (PDP) were attacked at the Building Materials Market on the 9th of February and campaign vehicles were burnt. However, the attacks happened after the departure of Peter Obi and he was not in any danger. A tweet from his official Twitter account confirms this.""]",REFUTED
The diaspora is the largest contributor to Kenya's foreign exchange.,"[""The 2018 economic survey shows that remittances now contribute more. In 2017 they earned Kenya KSh203 billion in foreign exchange.""]",SUPPORTED
"12,000 kilometres of tarmac  in Kenya, were constructed in 50 years.","[""The Kenya government recently awarded two concrete road contracts following many years of lobbying by EACPA.""]",NOT ENOUGH INFO
"In Kenya it is a constitutional requirement that when the president is away, the deputy president must be in the country","[""Confirmed in speech by deputy president.""]",SUPPORTED
The diaspora remittances (money sent by a person in a foreign land to their home country) is Kenya's biggest source of foreign currency.,"[""See table. All other earnings are lower in comparison.""]",SUPPORTED
"Illegal immigrants in Australia are by law entitled to a job, welfare and $70,000","[""In 2019, the Australian Government made it clear that asylum seekers without a visa would never be settled in Australia."", ""In 2019, the Australian Government made it clear that asylum seekers without a visa would never be settled in Australia."", ""In 2019, the Australian Government made it clear that asylum seekers without a visa would never be settled in Australia.""]",REFUTED
Cyril Ramaphosa's administration launched the Safe initiative in August 2018.,"[""The Safe initiative was launched by Cyril Ramaphosa.""]",SUPPORTED
"“In the past year we had 10 million tourists who came to our country, which is a huge increase .”","[""They show data for Jan to Nov 2019""]",SUPPORTED
“Every month 17.5 million social grants are provided to South Africans.”,"[""The South African Social Security Agency administers social grants.""]",SUPPORTED
The Safe initiative was launched during the Ramaphosa administration in August last year,"[""President Cyril Ramaphosa at the launch of the \u2018Safe\u2019 School Sanitation Initiative at the  Sheraton Hotel, Tshwane.""]",SUPPORTED
"Over 700,000 children [accessed] early childhood education in the last financial year","[""The statement is technically correct as he stated \""over\"" 700,000 children. But it is inaccurate as the 2017 general household survey reported that just over 2 million children under the age of four were attending a \u201cday care centre, cr\u00e8che, early childhood development centre (ECD) playgroup, nursery school or preprimary school\u201d.""]",NOT ENOUGH INFO
"Over 20 percent of Americans between the ages of 25-54 do not have a job, which is higher than was the case 19 years ago.","[""The U.S. jobless rate dropped to 3.7 percent in September 2019 \u2014 the lowest since 1969!""]",NOT ENOUGH INFO
"Over the past five years, from 2013 - 2018, more than R1.3 trillion has been invested to build [infrastructure including electrifying] more than a million homes","[""Approximately."", ""According to the South Africa department of human settlements, close to 500,000 homes, or \u201chousing units\u201d, were delivered."", ""Close to 1.2 million homes were connected to the electricity grid from April 2014 to October 2018, according to the department of energy in South Africa.""]",SUPPORTED
"Over 700,000 children in South Africa [accessed] early childhood education in the last financial year of 2018","[""Simple maths""]",SUPPORTED
"Since South Africa launched the initiative, 699 schools have been provided with safe and appropriate sanitation facilities and projects, and a further 1,150 schools are either in planning, design or construction stages.","[""\u201cThere is very limited publicly available data on the scope, plans and progress regarding the Safe initiative,\u201d said Hopolang Selebalo, co-head of research for advocacy organisation Equal Education.\n\nNtsiki Mpulo, head of communications for civil society movement Section 27, added: \u201cThere doesn\u2019t seem to be any concrete information available on Safe inroads since its announcement.\u201d""]",SUPPORTED
Every month 17.5 million social grants are provided to South Africans.,"[""The figure is a total for each month,""]",SUPPORTED
"Trump tweeted on February 6, 2019 that he was “extremely happy with the leadership of President Ramaphosa, he is a great deal! Business community is happy too! And don’t make mistakes by voting useless leadership on this coming election!!”","[""the Tweet does not appear in an archive of all tweets from Donald Trumps twitter account.""]",REFUTED
The 1939 Cancer Act makes researching cancer cures illegal.,"[""The UK Cancer Act 1939 makes no mention of 'research' in the laws reach and scope,""]",REFUTED
"In 2019 there were more women in the US workforce than ever before.""","[""57.5% is below what it was from about 1995 to the Great Recession, when it was typically in the 59% to 60% range.""]",REFUTED
"Richer, older men in England more likely to drink to excess.","[""The proportion of adults usually drinking at increased or higher risk of harm was highest in higher income households for both men and women""]",SUPPORTED
"Americans pay vastly more than people in other countries for the exact same drugs, often made in the exact same place","[""Including by the RAND corporation."", ""'The RAND Corporation, according to the corporate web site, is a \""nonprofit institution that helps improve policy and decisionmaking through research and analysis\"" and maintains that pursuing its core objectives of \""quality\"" and \""objectivity\"" requires it to be nonpartisan.'""]",SUPPORTED
"African-American, Hispanic-American and Asian-American unemployment have all reached their lowest levels ever recorded","[""The rate fell to a record low in May 2018."", ""Asian unemployment was at 2% in May 2018 and has risen to 3.2% in Feb 2019."", ""Hispanc unemployment was 4.4% in Dec 2018 and had risen to 4.9% in Feb 2019.""]",REFUTED
"Year after year, countless Americans are murdered by criminal illegal aliens in America.","[""The overall picture of immigrants and crime remains confused due to a lack of good data and\ncontrary information.""]",NOT ENOUGH INFO
"The border city of El Paso, Texas, used to have extremely high rates of violent crime — one of the highest in the country, and considered one of our nation's most dangerous cities. Now, immediately upon its building, with a powerful barrier in place, El Paso is one of the safest cities in our country.","[""From 2006 to 2014, the crime rate rose 17%."", ""Empirical data suggests no significant difference in the average violent crime rate in border and non-border metropolitan areas, said a 2016 border security report from the Congressional Research Service.""]",REFUTED
"Secretary of State Mike Pompeo refused to meet with Atiku Abubakar, the presidential candidate for the People's Democratic Party, when the Nigerian politician visited the US.","[""#FakeNEWS Alert! If you have seen such manufactured content on @Facebook, or received it via @WhatsApp, please communicate that it\u2019s fake news. #NigeriaDecides"", ""Atiku Abubakar said on Twitter: \n\n\""Earlier today I received a call from US Secretary of State, \n@SecPompeo\n, who reaffirmed the international community\u2019s commitment to free and fair elections in Nigeria. \n\nWishing you all a peaceful elections, wherever you are. God bless Nigeria\"".""]",REFUTED
"Kenya Ports Authority is looking to hire 140 people, aged 18 - 35, who have graduated from a well recognised university between 2012 and 2018.","[""The attention of the Kenya Ports Authority (KPA) Management has been drawn to the actions of some fraudsters who are inviting unsuspecting job seekers for employment at the Authority. The deceitful advert targeting the youth has been circulated via social media and other online platforms.\n\nWe wish to clarify that KPA has a clear recruitment policy which includes publishing of vacancies in the mainstream newspapers and on the KPA website www.kpa.co.ke. Thereafter, formal communication on interviews for shortlisted applicants is undertaken. It should also be noted that the Authority has official domain email addresses which are on our website and not the gmail address indicated in the fake advert. Further, it should be noted that all recruitment activities in KPA are devoid of any payments.\n\nMembers of the public are therefore advised to ignore the messages circulating on social media and other online platforms purporting that KPA has advertised 140 vacancies targeting diploma and degree holders. This is a hoax. We therefore advise members of the public to beware of such conmen/fraudsters and to imme- diately report any such incidents to the Authority or the nearest Police Station.\nKPA is committed to best practice and the principles of transparency and equal employment opportunities to all, when such opportunities arise, as enunciated in the Constitution of Kenya.""]",REFUTED
Nigeria has 90 million people living in extreme poverty as of 2019,"[""Their findings are open and peer reviewed.""]",SUPPORTED
Nigeria earned US$383 billion from oil revenues in the four years preceding the Buhari government but there were no savings.,"[""There was $2.078b in Excess Crude Account."", ""$28.34 billion""]",REFUTED
Russia will not place short or intermediate range weapons in Europe or other regions.,"[""The 9M729 missile that is already deployed in European Russia is a threat to a number of European countries""]",REFUTED
Obama declared Flint water crisis a National Emergency and never fixed it.,"[""Obama did not declare a \""national\"" emergency for flint. He did sign an Emergency declaration for Michigan which covered Flint since it is in that state.""]",REFUTED
The German press launched a massive campaign to discredit Russian and Russian language media.,"[""Following Zakharova\u2019s press conference on January 31, DJV issued a statement saying that there was no campaign against Russian foreign media in Germany, there is only \u201cunanimous criticism toward the methods of their work.\u201d\n\nThe editor-in-chief of T-online.de Florian Harms, and Christian Mihr, the Managing Director of the German office of \u201cReporters without Borders,\u201d an International NGO based in Paris, joined in denying the Russian allegations.\n\nThe German government also rejected Russian MFA\u2019s accusations that German press, in cooperation with the government, are waging a campaign against Russian media. Government spokesperson Steffen Seibert said, \u201cThose who spread such unfounded claims have little to no idea of Germany and little idea of freedom of the press. I explicitly reject such allegations.\u201d""]",REFUTED
US Rep. Alexandria Ocasio-Cortez said that owning guns was not a right.,"[""Not in transcript.""]",REFUTED
Every country in the world that wants to undergo serious development borrows money. Our debt-to-GDP ratio of about 20% is one of the lowest in the world.,"[""There are about 30 more countries with lower Debt to GDP ratio than Nigeria""]",REFUTED
Nigeria earned US$383 billion from oil revenues in the four years preceding our government [but] there were no savings.,"[""Nigeria had $28.34 billion in foreign reserves and $2 billion in its excess crude account in June 2015, days after Buhari took power, according to the finance ministry.""]",REFUTED
Chelsea Clinton said Satanism is a religion that deserves respect.,"[""Oh goodness gracious. We can be civil, cheerful, respectful to & friends with people who don\u2019t share our religious beliefs. Sometimes, we even marry them. I\u2019m a Methodist & my husband is Jewish, thank you for asking. A very happy New Year to you Rhonda!"", ""In 2017, @ChurchofSatan & I were put on a few threads together. In 2018, it\u2019s...@Hooters. What a time to be alive Chrissy!""]",REFUTED
"South Africa has invested more than R2 trillion in infrastructure projects over the past 10 years to build more schools, clinics, roads and the freight logistics network.","[""The National Treasury confirmed that schools, clinics, roads and the freight logistics network were among these projects.""]",SUPPORTED
Nigeria earned US$383 billion from oil revenues in the four years preceding 2019 but that there were no savings.,"[""Nigeria had $28.34 billion in foreign reserves and $2 billion in its excess crude account in June 2015, days after Buhari took power, according to the finance ministry.""]",REFUTED
"Nigerian PDP presidential candidate Atiku Abubakar claimed Nigeria has ""not had it so bad"", when referring to unemployment..","[""The calculation method was changed in 2014 so comparing historical figures with current figures would be wrong.""]",NOT ENOUGH INFO
In Nigeria the question of Almajiris’ lack of primary or basic education are all local government problems.,"[""2.-( 1) Every Government in Nigeria sha.ll provide free, compulsory and\nUniversal basic education for every child of primary and junior secondary, school age.\n(2) Every parent shall ensure that his child or ward attends and completes his -\n(a) primary school education; and\n(b) junior secondary school education,\nby endeavouring to send the child to primary and junior secondary schools.\n(3) The stake-holders in education in a Local Government Area, shall ensure\nthat every parent or person who has the care and custody of a child performs the duty\nimposed on him under section 2(2) of this Act."", ""no""]",NOT ENOUGH INFO
"Bollywood Singer, Lata Mangeshkar had chosen to stop recording new songs.","[""she refuted those claims herself""]",REFUTED
"U.S. Rep. Maxine Waters made a violence-inciting remark about President Donald Trump and Vice President Mike Pence saying, ""I say, we knock off Trump and then, go after Pence. We have the power.""","[""\u201cKnock off the first one, and then go after the second one,\u201d she said."", ""She went on to say \u201cWe have the power. We have the numbers, but we\u2019ve got to understand our power and we\u2019ve got to use our power,\u201d""]",NOT ENOUGH INFO
"Samora Machel said “The day you hear the whites speak of me in good terms, don’t share your secrets with me, because that means I would have betrayed you already.”","[""quoted as saying \""there are whites born in Mozambique who want to join our ranks. We do not consider these as foreigners who support us. Such a man is one of us and it is his duty, just as it is my duty, to liberate Mozambique.\""""]",REFUTED
Prime Minister Narendra Modi said that 33crore bank accounts were opened in Chhattisgarh.,"[""He actually said \""Today we have 33 crore bank accounts opened. In Chhattisgarh alone, 1.25 crore bank accounts have been opened for the people who had never visited a bank before.\""""]",REFUTED
"If a fire starts in the Yale library, all the oxygen leaves the building killing all who are inside in order to protect the rare books","[""The Yale University Library comprises three central libraries\u2014Sterling Memorial Library, Beinecke Rare Book and Manuscript Library, and the Anne T. and Robert M. Bass Library""]",REFUTED
"Georgia Gov. Brian Kemp put 53,000 registration voters on hold, 70% of whom were Black.","[""Kemp\u2019s office has repeatedly argued that voters flagged in the system will still be able to vote on Election Day if they present identification.""]",SUPPORTED
"Samora Machel once said, if you are applauded by white people then you must know that there is something wrong with you.","[""It was well documented that Machel was a lifelong anti-racist and welcomed white people born in Mozambique to join in Frelimo's struggle.  He also appointed white people in his government.""]",REFUTED
Mayonnaise containing starch is harmful.,"[""Starchy foods are our main source of carbohydrate and have an important role in a healthy diet.""]",REFUTED
Shops buy apples that are coated with wax.,"[""Pick an apple off a tree, buff it a little and it will shine! That\u2019s because the fruit is coated with a layer of natural wax that protects it from drying out and helps to prevent fungi from getting a foothold."", ""After apples are picked they are washed before they appear in the supermarket to remove dirt and chemical residues. This process also removes the wax. Since the waxy layer prevents moisture in the apple from escaping, its loss shortens the storage time for the fruit."", ""Producers therefore spray the fruit with a thin layer of wax to prevent such moisture loss as well as to make the apple look more appealing. The applied layer is very thin, only about 3 mg of wax coat an apple.""]",SUPPORTED
A video claiming to show “shocking secrets of the food industry” said You can check whether honey has been diluted with sugar syrup by washing it in water to reveal a honeycomb pattern and the honey’s genetic memory.,"[""Honey is made up of carbohydrates, proteins, amino acids, vitamins, minerals, antioxidants, and other compounds. It contains no genetic material, therefore does not have 'genetic memory'.""]",REFUTED
"IF any Nigerian Bank fails to return your money within 24 hours of a failed online transfer, they will be fined 10,000 naira. The money goes to YOU! All you need to do is report the issue to Central Bank (cpd@cbn.gov.ng) and they will surely take it up.","[""The regulation is completely silent on where each 10,000 naira fine goes.""]",NOT ENOUGH INFO
Sen. Ted Cruz's 2018 campaign tried to trick elderly Texans with suspicious mailers,"[""However the concern that elderly voters could be tricked was raised when a photo of one of the letters was posted to Twitter on Sunday by Sean Owen, a data scientist who said it arrived at his home in Austin, Tex., and was addressed to his grandmother, who lived there until she died in April.\n\n\u201cMy grandmother was facing cognitive decline at the end of her life and I think if she\u2019d read this she might have been deceived by it,\u201d he said in a phone interview. \u201cIt feels shady.\u201d"", ""The practice is legal according to Myles Martin, a spokesman for the Federal Election Commission, who said the salient question was whether a mailing contains a disclaimer saying that it came from a political campaign. And this one did.\n\nAside from that, he said in an email, \u201cthe F.E.C.\u2019s regulations don\u2019t speak to how candidates may choose to word particular solicitations to potential contributors.\u201d\n\nThe letter inside the envelope is more clearly part of a fund-raising effort. The Cruz campaign logo appears at the top of the letter and recipients are given the option to donate a preselected amount of money or to write in their own denominations.\n\nThe letter echoes its envelope, though, in its use of language \u2014 like \u201ccampaign summons\u201d and \u201cconservative affirmation\u201d \u2014 that sounds more legal than colloquial."", ""The San-Antonio Express News wrote an editorial headlined: Cruz should rethink his \""summons\"" mailer.\nThe editorial said:\n\u201c.. the problem is the Cruz campaign has made the envelope look much like a legal summons, which can be pretty serious. A summons occurs when a person is sued or ordered to appear in court. Most people are probably not thrilled about getting such a summons.\n\nA reader brought this mailer to our attention because she viewed it as misleading and intimidating. \n\n\u2026 we think the Cruz campaign could do without the legal summons language on the envelope. It\u2019s just too official looking\u2026. It\u2019s understandable he would want to summon conservative support. But certainly his campaign can do that without making it look like a legal threat, right?\u201d""]",NOT ENOUGH INFO
Cyril Ramaphosa retorted to Donald Trump’s  2018 comments on land reform in South Africa on Twitter,"[""It does not appear on their offical account and it looks like the tweet in the screenshot was taken from someone posing as Ramaphosa online. Alternatively, it\u2019s possible that they used an online generator to produce the post.""]",REFUTED
Iain Duncan Smith gets free use of a gym as a financial benefit for being an MP in the UK House of Commons.,"[""The Westminster Gym.""]",REFUTED
Iain Duncan Smith gets free mobile phone calls as a financial benefit for being an MP in the UK House of Commons.,"[""They are permitted to"", ""He did for the years he was an MP""]",SUPPORTED
"Sarah Jeong the former New York Times writer says that ""we need a castration lottery for white men"".","[""There is no evidence Jeong made the statement, and the misattributed quote appears to come from a series of fake quotes that emerged on social media after she joined The New York Times in August 2018 as an editorial board staff writer. There is, however, no record of Jeong making the statement. A search of her verified Twitter account, as well as her Facebook page, didn\u2019t turn up any matches. An archived version of her Twitter timeline from early August 2018 shows no such tweet on July 31 of that year, and Check Your Fact also didn\u2019t find any credible media outlets attributing the quote to her. (RELATED: Did The NYT Publish An Op-Ed Comparing Kim Yo Jong To Elizabeth Warren?)""]",REFUTED
Alison Buttligieg developed depression after witnessing the scene of a deer who sacrificed her life.,"[""She wrote on her social media that ... implications I fell into depression after I took the photo are  complete fiction""]",REFUTED
Former President Pranab Mukherjee had written in his book that Sonia Gandhi took umbrage over his words praising Prime Minister Narendra Modi.,"[""Some of the titles include:, The Presidential Years, The Coalition years etc"", ""President Mukherjee said, \u201cI take this opportunity to express my deep gratitude and appreciation to PM. We have acted in close co-operation.\u201d He further talked about his relationship with Prime Minister Modi and said, \u201cSurely there have been divergences of views but we have been able to keep divergences only to ourselves, they didn\u2019t affect relations between President and Prime Minister.\u201d""]",NOT ENOUGH INFO
The MMR vaccination weakens children's brains ultimately leading to autism.,"[""As the ensuing vaccine scare took off, critics quickly pointed out that the paper was a small case series with no controls, linked three common conditions, and relied on parental recall and beliefs.4 Over the following decade, epidemiological studies consistently found no evidence of a link between the MMR vaccine and autism.5 6 7 8 By the time the paper was finally retracted 12 years later,9 after forensic dissection at the General Medical Council\u2019s (GMC) longest ever fitness to practise hearing,10 few people could deny that it was fatally flawed both scientifically and ethically.""]",REFUTED
Condoleezza Rice summed up the Democratic Party in 75 words.,"[""Similar words were said, \""My fellow Americans, ours has never been a narrative of grievance and entitlement. We have never believed that I am doing poorly because you are doing well. We have never been jealous of one another and never envious of each other\u2019s successes. No, no, ours has been a belief of opportunity. And it has been a constant struggle, long and hard, up and down, to try to extend the benefits of the American dream to all.\"""", ""it is clear that she was advocating for Republican candidates in both speeches.""]",REFUTED
"There has been a reduction in the MRP (Material requirements planning) of DAP, MOP, and complex fertilizers","[""The government or its policies had very little to do with this reduction. In fact, the prices of DAP & MOP have again increased by more than 25% and 50% respectively between December 2017 & October 2018. The increase was again because of market dynamics.""]",REFUTED
Pradhan Mantri Matru Vandana Yojana programme (PMMVY) provides economic support to pregnant women and lactating mothers.,"[""The Ministry of Women and Child Development is implementing Pradhan Mantri Matru Vandana Yojana (PMMVY) with the objectives of (i) providing partial compensation for the wage loss in terms of cash incentive so that the woman can take adequate rest before and after delivery of the first child; and (ii) the cash incentive provided to improve health seeking behavior amongst the Pregnant Women & Lactating Mothers (PW&LM)."", ""The maternity benefit, are available to a woman for the first living child of family subject to fulfillment of conditionalities. All the pregnant women and lactating mothers in regular employment with Central Government or State Governments or Public Sector Undertakings or those who are in receipt of similar benefits under any law for the time being in force, are excluded.""]",NOT ENOUGH INFO
Bloodletting can save a stroke victim.,"[""Bloodletting or therapeutic phlebotomy is used in blood disorders in which the removal of RBCs or serum iron is the most efficient method for managing the symptoms and complications""]",REFUTED
Slaked lime can cure over 70 diseases.,"[""Accidental ingestion of calcium hydroxide can cause severe throat pain, a burning sensation in the mouth, abdominal pain, vomiting, bloody stool or vomit, rapidly falling blood pressure and collapse, according to the National Institutes of Health.""]",REFUTED
Colon cancer is the third biggest cause of death around the world.,"[""it is the second biggest cancer killer."", ""It is not among the top 10 global causes of death according the the 2018 WHO report."", ""For high income countries, colon and rectum cancers is in the top 10 leading causes of death, globally.""]",NOT ENOUGH INFO
